image,predicted_color,aquarius,name,price,mrp,material
1836.jpg,black,72%,Black Shirt,2935,3254,Cotton
1837.jpg,white,53%,White Shirt,1753,2236,Wool
1838.jpg,black,73%,Black Shirt,2375,2924,Denim
1839.jpg,blue,76%,Blue Shirt,2685,3180,Cotton
184.jpg,unknown,42%,Stylish Shirt,2099,2429,Wool
1840.jpg,unknown,68%,Stylish Shirt,2972,3536,Wool
1841.jpg,gray,76%,Gray Shirt,2493,3069,Denim
1842.jpg,gray,76%,Gray Shirt,2432,2887,Silk
1843.jpg,white,64%,White Shirt,2129,2709,Linen
1844.jpg,blue,54%,Blue Shirt,2752,3482,Linen
1845.jpg,gray,79%,Gray Shirt,1826,2440,Cotton
1846.jpg,gray,52%,Gray Shirt,2014,2700,Linen
1847.jpg,white,61%,White Shirt,2253,3014,Cotton
1848.jpg,white,48%,White Shirt,2442,3233,Polyester
1849.jpg,gray,58%,Gray Shirt,2935,3562,Polyester
185.jpg,white,55%,White Shirt,2997,3328,Polyester
1850.jpg,black,83%,Black Shirt,2376,2848,Cotton
1851.jpg,white,74%,White Shirt,2623,3131,Wool
1852.jpg,white,59%,White Shirt,1992,2611,Wool
1853.jpg,green,78%,Green Shirt,2837,3467,Cotton
1854.jpg,gray,57%,Gray Shirt,1925,2262,Denim
1855.jpg,gray,79%,Gray Shirt,2915,3503,Polyester
1856.jpg,gray,84%,Gray Shirt,1526,1869,Denim
1857.jpg,white,38%,White Shirt,2900,3583,Silk
1858.jpg,unknown,83%,Stylish Shirt,1632,1994,Wool
1859.jpg,black,82%,Black Shirt,2619,3407,Silk
186.jpg,white,72%,White Shirt,2697,3095,Silk
1860.jpg,unknown,46%,Stylish Shirt,2791,3434,Cotton
1861.jpg,black,83%,Black Shirt,1954,2393,Denim
1862.jpg,black,74%,Black Shirt,2918,3294,Polyester
1863.jpg,blue,59%,Blue Shirt,1796,2391,Wool
1864.jpg,black,77%,Black Shirt,1720,2090,Denim
1865.jpg,black,79%,Black Shirt,1525,2000,Wool
1866.jpg,blue,76%,Blue Shirt,2771,3155,Denim
1867.jpg,white,61%,White Shirt,2218,2706,Silk
1868.jpg,black,76%,Black Shirt,2788,3522,Cotton
1869.jpg,blue,80%,Blue Shirt,2139,2601,Polyester
187.jpg,black,79%,Black Shirt,2708,3166,Cotton
1870.jpg,green,77%,Green Shirt,2783,3119,Denim
1871.jpg,white,97%,White Shirt,1978,2449,Cotton
1872.jpg,black,75%,Black Shirt,1804,2480,Polyester
1873.jpg,gray,74%,Gray Shirt,2929,3682,Polyester
1874.jpg,white,96%,White Shirt,1984,2738,Linen
1875.jpg,black,81%,Black Shirt,2121,2897,Denim
1876.jpg,black,80%,Black Shirt,1630,2175,Cotton
1877.jpg,gray,78%,Gray Shirt,2378,2770,Denim
1878.jpg,white,86%,White Shirt,1967,2577,Denim
1879.jpg,unknown,85%,Stylish Shirt,2002,2383,Linen
188.jpg,pink,51%,Pink Shirt,2147,2753,Wool
1880.jpg,white,84%,White Shirt,2864,3516,Cotton
1881.jpg,white,62%,White Shirt,2889,3385,Denim
1882.jpg,black,72%,Black Shirt,2936,3281,Linen
1883.jpg,gray,60%,Gray Shirt,1730,2263,Cotton
1884.jpg,blue,59%,Blue Shirt,1964,2264,Denim
1885.jpg,white,80%,White Shirt,1990,2568,Silk
1886.jpg,black,81%,Black Shirt,1614,2052,Cotton
1887.jpg,white,58%,White Shirt,2346,2764,Wool
1888.jpg,white,62%,White Shirt,1960,2412,Polyester
1889.jpg,black,76%,Black Shirt,1855,2416,Denim
189.jpg,yellow,60%,Yellow Shirt,2861,3484,Wool
1890.jpg,blue,80%,Blue Shirt,2408,3141,Wool
1891.jpg,white,64%,White Shirt,2442,2897,Polyester
1892.jpg,black,65%,Black Shirt,2000,2428,Denim
1893.jpg,white,70%,White Shirt,2936,3563,Silk
1894.jpg,white,50%,White Shirt,2518,3042,Polyester
1895.jpg,white,54%,White Shirt,2404,3141,Wool
1896.jpg,gray,79%,Gray Shirt,2840,3503,Denim
1897.jpg,white,52%,White Shirt,1655,2232,Denim
1898.jpg,unknown,52%,Stylish Shirt,2082,2856,Denim
1899.jpg,black,73%,Black Shirt,1913,2573,Denim
19.jpg,pink,63%,Pink Shirt,2542,3184,Linen
190.jpg,yellow,79%,Yellow Shirt,2584,2935,Linen
1900.jpg,gray,79%,Gray Shirt,2311,3030,Cotton
1901.jpg,white,63%,White Shirt,2197,2975,Wool
1902.jpg,unknown,84%,Stylish Shirt,2119,2903,Wool
1903.jpg,white,64%,White Shirt,2674,3299,Cotton
1904.jpg,gray,78%,Gray Shirt,2025,2755,Wool
1905.jpg,blue,73%,Blue Shirt,2513,3121,Wool
1906.jpg,white,59%,White Shirt,2333,2929,Wool
1907.jpg,gray,45%,Gray Shirt,2350,2988,Wool
1908.jpg,white,47%,White Shirt,2665,3248,Cotton
1909.jpg,white,49%,White Shirt,2000,2696,Denim
191.jpg,unknown,64%,Stylish Shirt,2091,2541,Polyester
1910.jpg,black,76%,Black Shirt,2066,2679,Cotton
1911.jpg,white,39%,White Shirt,2948,3511,Polyester
1912.jpg,gray,77%,Gray Shirt,2018,2478,Linen
1913.jpg,gray,43%,Gray Shirt,1559,2346,Polyester
1914.jpg,white,95%,White Shirt,1637,2259,Silk
1915.jpg,white,38%,White Shirt,1559,2125,Denim
1916.jpg,black,53%,Black Shirt,2500,3128,Denim
1917.jpg,unknown,79%,Stylish Shirt,1572,2170,Cotton
1918.jpg,gray,78%,Gray Shirt,1778,2207,Silk
1919.jpg,green,79%,Green Shirt,2600,3257,Denim
192.jpg,white,43%,White Shirt,1928,2507,Linen
1920.jpg,white,55%,White Shirt,2765,3398,Denim
1921.jpg,black,77%,Black Shirt,2674,3315,Silk
1922.jpg,blue,79%,Blue Shirt,2761,3130,Cotton
1923.jpg,blue,79%,Blue Shirt,1761,2401,Cotton
1924.jpg,unknown,51%,Stylish Shirt,2186,2980,Cotton
1925.jpg,blue,70%,Blue Shirt,1872,2511,Denim
1926.jpg,gray,78%,Gray Shirt,1637,2004,Polyester
1927.jpg,white,44%,White Shirt,2575,2982,Cotton
1928.jpg,gray,42%,Gray Shirt,1579,1924,Wool
1929.jpg,gray,77%,Gray Shirt,2505,3130,Cotton
193.jpg,white,75%,White Shirt,2225,2754,Silk
1930.jpg,gray,75%,Gray Shirt,2286,2782,Linen
1931.jpg,black,76%,Black Shirt,1708,2058,Linen
1932.jpg,black,61%,Black Shirt,2599,2921,Polyester
1933.jpg,green,50%,Green Shirt,2785,3149,Denim
1934.jpg,blue,76%,Blue Shirt,2532,3274,Silk
1935.jpg,black,80%,Black Shirt,2256,2961,Denim
1936.jpg,white,55%,White Shirt,2941,3608,Polyester
1937.jpg,white,44%,White Shirt,2786,3238,Denim
1938.jpg,white,53%,White Shirt,2382,3052,Polyester
1939.jpg,white,64%,White Shirt,2496,2809,Polyester
194.jpg,black,53%,Black Shirt,1879,2251,Linen
1940.jpg,unknown,80%,Stylish Shirt,1961,2420,Cotton
1941.jpg,black,77%,Black Shirt,2586,3378,Linen
1942.jpg,black,77%,Black Shirt,2350,3149,Polyester
1943.jpg,black,78%,Black Shirt,2174,2971,Silk
1944.jpg,black,76%,Black Shirt,1827,2168,Cotton
1945.jpg,unknown,78%,Stylish Shirt,1792,2119,Denim
1946.jpg,black,78%,Black Shirt,2032,2436,Denim
1947.jpg,white,48%,White Shirt,1952,2409,Denim
1948.jpg,black,80%,Black Shirt,1931,2629,Linen
1949.jpg,white,39%,White Shirt,2272,2811,Cotton
195.jpg,black,76%,Black Shirt,1813,2290,Denim
1950.jpg,black,75%,Black Shirt,1703,2439,Silk
1951.jpg,unknown,79%,Stylish Shirt,1748,2543,Linen
1952.jpg,blue,77%,Blue Shirt,2420,3190,Linen
1953.jpg,white,58%,White Shirt,1755,2252,Linen
1954.jpg,black,79%,Black Shirt,1788,2378,Linen
1955.jpg,white,36%,White Shirt,2445,2772,Linen
1956.jpg,black,81%,Black Shirt,2333,2887,Silk
1957.jpg,blue,82%,Blue Shirt,1714,2468,Silk
1958.jpg,white,47%,White Shirt,2615,3275,Cotton
1959.jpg,unknown,79%,Stylish Shirt,1928,2555,Polyester
196.jpg,white,69%,White Shirt,1805,2269,Wool
1960.jpg,blue,78%,Blue Shirt,1525,1849,Polyester
1961.jpg,white,89%,White Shirt,1953,2647,Polyester
1962.jpg,gray,78%,Gray Shirt,2987,3769,Cotton
1963.jpg,white,43%,White Shirt,2391,3130,Linen
1964.jpg,blue,80%,Blue Shirt,1617,2066,Wool
1965.jpg,white,46%,White Shirt,2116,2809,Linen
1966.jpg,black,78%,Black Shirt,1889,2371,Cotton
1967.jpg,unknown,77%,Stylish Shirt,2301,2774,Denim
1968.jpg,white,55%,White Shirt,2925,3484,Linen
1969.jpg,white,62%,White Shirt,1636,2310,Silk
197.jpg,gray,74%,Gray Shirt,1531,2136,Cotton
1970.jpg,white,55%,White Shirt,2365,3007,Polyester
1971.jpg,white,74%,White Shirt,2472,3070,Denim
1972.jpg,gray,57%,Gray Shirt,2354,2975,Silk
1973.jpg,white,95%,White Shirt,2216,2996,Silk
1974.jpg,blue,81%,Blue Shirt,2393,3041,Wool
1975.jpg,gray,44%,Gray Shirt,2950,3295,Cotton
1976.jpg,white,44%,White Shirt,2315,2804,Silk
1977.jpg,yellow,79%,Yellow Shirt,2743,3051,Denim
1978.jpg,blue,76%,Blue Shirt,2240,2759,Wool
1979.jpg,unknown,80%,Stylish Shirt,1722,2239,Wool
198.jpg,black,73%,Black Shirt,1846,2607,Silk
1980.jpg,gray,54%,Gray Shirt,1663,2022,Linen
1981.jpg,white,60%,White Shirt,2812,3514,Wool
1982.jpg,gray,82%,Gray Shirt,1670,2144,Polyester
1983.jpg,unknown,68%,Stylish Shirt,2390,2751,Wool
1984.jpg,white,44%,White Shirt,2090,2874,Denim
1985.jpg,unknown,83%,Stylish Shirt,2615,3245,Cotton
1986.jpg,gray,53%,Gray Shirt,2230,2757,Denim
1987.jpg,black,74%,Black Shirt,2571,3370,Wool
1988.jpg,unknown,72%,Stylish Shirt,1709,2032,Denim
1989.jpg,black,78%,Black Shirt,1880,2506,Cotton
199.jpg,gray,81%,Gray Shirt,2619,3023,Silk
1990.jpg,black,81%,Black Shirt,2795,3307,Polyester
1991.jpg,white,63%,White Shirt,2812,3580,Polyester
1992.jpg,blue,36%,Blue Shirt,1969,2297,Denim
1993.jpg,black,73%,Black Shirt,2839,3575,Wool
1994.jpg,white,74%,White Shirt,1693,2310,Linen
1995.jpg,white,79%,White Shirt,2516,3058,Silk
1996.jpg,white,48%,White Shirt,1624,2331,Denim
1997.jpg,unknown,79%,Stylish Shirt,1513,2271,Cotton
1998.jpg,white,59%,White Shirt,1741,2176,Cotton
1999.jpg,gray,43%,Gray Shirt,1554,2230,Linen
2.jpg,white,91%,White Shirt,2811,3552,Denim
20.jpg,white,87%,White Shirt,2940,3500,Cotton
200.jpg,gray,46%,Gray Shirt,2716,3362,Cotton
2000.jpg,gray,51%,Gray Shirt,1965,2312,Cotton
201.jpg,white,95%,White Shirt,1793,2569,Wool
202.jpg,blue,62%,Blue Shirt,2356,2717,Cotton
203.jpg,white,86%,White Shirt,2232,2867,Linen
204.jpg,unknown,70%,Stylish Shirt,1962,2705,Linen
205.jpg,unknown,49%,Stylish Shirt,1512,2276,Denim
206.jpg,white,60%,White Shirt,2797,3334,Polyester
207.jpg,unknown,80%,Stylish Shirt,1997,2709,Wool
208.jpg,white,94%,White Shirt,1864,2433,Silk
209.jpg,white,68%,White Shirt,2211,2987,Polyester
21.jpg,black,51%,Black Shirt,2799,3161,Silk
210.jpg,gray,70%,Gray Shirt,1583,2206,Silk
211.jpg,white,46%,White Shirt,2740,3138,Linen
212.jpg,gray,53%,Gray Shirt,2913,3512,Wool
213.jpg,unknown,61%,Stylish Shirt,1531,1949,Denim
214.jpg,black,80%,Black Shirt,1595,2228,Linen
215.jpg,white,45%,White Shirt,2030,2380,Polyester
216.jpg,gray,41%,Gray Shirt,2181,2656,Polyester
217.jpg,black,73%,Black Shirt,2426,2967,Linen
218.jpg,gray,83%,Gray Shirt,2929,3585,Denim
219.jpg,black,52%,Black Shirt,1853,2216,Cotton
22.jpg,white,51%,White Shirt,2463,3092,Polyester
220.jpg,white,47%,White Shirt,2651,3193,Silk
221.jpg,yellow,54%,Yellow Shirt,2581,2904,Denim
222.jpg,white,46%,White Shirt,2681,3054,Cotton
223.jpg,black,68%,Black Shirt,2371,3030,Linen
224.jpg,white,49%,White Shirt,1815,2313,Cotton
225.jpg,blue,48%,Blue Shirt,2242,2741,Cotton
226.jpg,unknown,71%,Stylish Shirt,1551,1955,Denim
227.jpg,white,92%,White Shirt,2336,3043,Linen
228.jpg,gray,50%,Gray Shirt,2118,2629,Wool
229.jpg,black,58%,Black Shirt,2738,3099,Wool
23.jpg,black,45%,Black Shirt,2252,2985,Wool
230.jpg,black,57%,Black Shirt,2015,2343,Wool
231.jpg,white,81%,White Shirt,2816,3349,Silk
232.jpg,green,75%,Green Shirt,2922,3623,Wool
233.jpg,white,45%,White Shirt,2736,3419,Denim
234.jpg,gray,76%,Gray Shirt,2391,3053,Linen
235.jpg,white,48%,White Shirt,2760,3539,Polyester
236.jpg,blue,83%,Blue Shirt,2970,3375,Linen
237.jpg,black,79%,Black Shirt,1889,2590,Polyester
238.jpg,black,70%,Black Shirt,2421,2865,Cotton
239.jpg,white,73%,White Shirt,2916,3246,Cotton
24.jpg,black,58%,Black Shirt,2901,3534,Linen
240.jpg,unknown,77%,Stylish Shirt,2581,3096,Linen
241.jpg,white,89%,White Shirt,1671,2121,Silk
242.jpg,black,44%,Black Shirt,2286,2894,Linen
243.jpg,white,60%,White Shirt,2895,3212,Cotton
244.jpg,unknown,74%,Stylish Shirt,2138,2610,Denim
245.jpg,black,73%,Black Shirt,1691,2310,Denim
246.jpg,white,48%,White Shirt,2759,3445,Cotton
247.jpg,black,63%,Black Shirt,2482,2793,Polyester
248.jpg,white,58%,White Shirt,2576,2910,Wool
249.jpg,gray,38%,Gray Shirt,1601,2092,Linen
25.jpg,red,36%,Red Shirt,2366,2817,Wool
250.jpg,gray,66%,Gray Shirt,2082,2646,Denim
251.jpg,white,65%,White Shirt,1959,2274,Wool
252.jpg,black,59%,Black Shirt,2670,3190,Denim
253.jpg,white,66%,White Shirt,1762,2510,Denim
254.jpg,blue,60%,Blue Shirt,2131,2912,Denim
255.jpg,white,51%,White Shirt,2919,3254,Wool
256.jpg,unknown,51%,Stylish Shirt,1909,2572,Polyester
257.jpg,white,59%,White Shirt,2183,2886,Denim
258.jpg,gray,46%,Gray Shirt,2170,2706,Silk
259.jpg,blue,64%,Blue Shirt,2128,2783,Polyester
26.jpg,white,51%,White Shirt,2460,3231,Denim
260.jpg,gray,35%,Gray Shirt,1631,2118,Wool
261.jpg,white,91%,White Shirt,2954,3570,Denim
262.jpg,gray,43%,Gray Shirt,2095,2658,Cotton
263.jpg,gray,49%,Gray Shirt,2702,3297,Cotton
264.jpg,white,60%,White Shirt,2623,3359,Denim
265.jpg,blue,69%,Blue Shirt,2018,2351,Cotton
266.jpg,unknown,54%,Stylish Shirt,2813,3600,Cotton
267.jpg,white,78%,White Shirt,2075,2775,Polyester
268.jpg,unknown,42%,Stylish Shirt,2679,3195,Polyester
269.jpg,black,60%,Black Shirt,2317,2748,Linen
27.jpg,unknown,60%,Stylish Shirt,2850,3551,Cotton
270.jpg,unknown,52%,Stylish Shirt,2246,2739,Silk
271.jpg,black,47%,Black Shirt,2182,2668,Denim
272.jpg,black,36%,Black Shirt,1857,2227,Denim
273.jpg,black,47%,Black Shirt,2768,3381,Linen
274.jpg,white,51%,White Shirt,2536,2849,Cotton
275.jpg,white,92%,White Shirt,1871,2178,Silk
276.jpg,unknown,65%,Stylish Shirt,1548,2255,Denim
277.jpg,white,84%,White Shirt,2469,3243,Denim
278.jpg,black,83%,Black Shirt,1931,2354,Denim
279.jpg,white,70%,White Shirt,1933,2241,Polyester
28.jpg,unknown,93%,Stylish Shirt,2242,2926,Cotton
280.jpg,black,74%,Black Shirt,1664,2325,Wool
281.jpg,black,58%,Black Shirt,1986,2673,Wool
282.jpg,white,60%,White Shirt,1538,2105,Cotton
283.jpg,white,86%,White Shirt,2691,3166,Denim
284.jpg,white,62%,White Shirt,2264,2864,Denim
285.jpg,gray,91%,Gray Shirt,1803,2202,Linen
286.jpg,gray,79%,Gray Shirt,1806,2526,Silk
287.jpg,gray,36%,Gray Shirt,2623,3010,Wool
288.jpg,white,50%,White Shirt,2749,3173,Wool
289.jpg,white,43%,White Shirt,2787,3322,Linen
29.jpg,white,41%,White Shirt,2521,2984,Denim
290.jpg,gray,42%,Gray Shirt,2075,2715,Denim
291.jpg,gray,69%,Gray Shirt,1659,2111,Silk
292.jpg,white,41%,White Shirt,3000,3552,Linen
293.jpg,black,62%,Black Shirt,2063,2694,Silk
294.jpg,unknown,44%,Stylish Shirt,2112,2597,Wool
295.jpg,unknown,52%,Stylish Shirt,2244,2706,Denim
296.jpg,black,82%,Black Shirt,2817,3397,Polyester
297.jpg,gray,40%,Gray Shirt,2941,3518,Linen
298.jpg,black,49%,Black Shirt,2778,3448,Cotton
299.jpg,white,66%,White Shirt,2255,2664,Polyester
3.jpg,black,69%,Black Shirt,2697,3234,Silk
30.jpg,unknown,74%,Stylish Shirt,2166,2737,Polyester
300.jpg,gray,87%,Gray Shirt,2384,2997,Linen
301.jpg,unknown,80%,Stylish Shirt,2836,3417,Polyester
302.jpg,unknown,64%,Stylish Shirt,1593,2316,Wool
303.jpg,gray,58%,Gray Shirt,2870,3576,Silk
304.jpg,white,50%,White Shirt,2222,2579,Wool
305.jpg,unknown,43%,Stylish Shirt,1586,2092,Denim
306.jpg,black,49%,Black Shirt,2323,3080,Silk
307.jpg,gray,52%,Gray Shirt,2412,3151,Wool
308.jpg,unknown,39%,Stylish Shirt,2276,2677,Cotton
309.jpg,green,79%,Green Shirt,2394,2736,Silk
31.jpg,blue,38%,Blue Shirt,2996,3452,Linen
310.jpg,white,51%,White Shirt,1698,2181,Silk
311.jpg,unknown,42%,Stylish Shirt,2140,2639,Cotton
312.jpg,white,59%,White Shirt,1552,2142,Polyester
313.jpg,black,60%,Black Shirt,2740,3174,Silk
314.jpg,unknown,49%,Stylish Shirt,1755,2230,Cotton
315.jpg,white,89%,White Shirt,2990,3628,Polyester
316.jpg,unknown,51%,Stylish Shirt,2515,2879,Silk
317.jpg,black,36%,Black Shirt,2435,3005,Denim
318.jpg,unknown,71%,Stylish Shirt,1612,2055,Polyester
319.jpg,gray,43%,Gray Shirt,2828,3382,Wool
32.jpg,white,39%,White Shirt,2066,2476,Wool
320.jpg,white,46%,White Shirt,2895,3346,Linen
321.jpg,blue,63%,Blue Shirt,1705,2116,Denim
322.jpg,white,58%,White Shirt,2678,3255,Denim
323.jpg,gray,53%,Gray Shirt,1844,2594,Linen
324.jpg,black,74%,Black Shirt,2075,2485,Wool
325.jpg,gray,39%,Gray Shirt,1889,2528,Denim
326.jpg,unknown,39%,Stylish Shirt,2116,2483,Silk
327.jpg,gray,45%,Gray Shirt,2598,2915,Denim
328.jpg,white,44%,White Shirt,2905,3636,Polyester
329.jpg,unknown,66%,Stylish Shirt,2244,2675,Polyester
33.jpg,unknown,47%,Stylish Shirt,1583,2024,Wool
330.jpg,black,55%,Black Shirt,2179,2778,Cotton
331.jpg,black,58%,Black Shirt,1830,2414,Polyester
332.jpg,blue,69%,Blue Shirt,2643,3117,Linen
333.jpg,unknown,48%,Stylish Shirt,2861,3646,Silk
334.jpg,white,68%,White Shirt,2767,3318,Cotton
335.jpg,black,47%,Black Shirt,1989,2318,Denim
336.jpg,black,77%,Black Shirt,2220,2792,Linen
337.jpg,gray,58%,Gray Shirt,1746,2477,Cotton
338.jpg,white,44%,White Shirt,1633,2131,Cotton
339.jpg,white,61%,White Shirt,2524,3083,Cotton
34.jpg,unknown,49%,Stylish Shirt,2968,3548,Linen
340.jpg,black,65%,Black Shirt,1615,1991,Linen
341.jpg,gray,55%,Gray Shirt,1660,1999,Cotton
342.jpg,white,39%,White Shirt,2135,2709,Wool
343.jpg,white,39%,White Shirt,2835,3317,Denim
344.jpg,gray,48%,Gray Shirt,2122,2479,Linen
345.jpg,white,45%,White Shirt,2374,2987,Cotton
346.jpg,white,61%,White Shirt,2886,3401,Wool
347.jpg,black,65%,Black Shirt,1706,2196,Cotton
348.jpg,black,85%,Black Shirt,1748,2146,Linen
349.jpg,black,80%,Black Shirt,2378,2879,Linen
35.jpg,white,79%,White Shirt,1541,2027,Cotton
350.jpg,black,48%,Black Shirt,1565,2030,Polyester
351.jpg,white,60%,White Shirt,1765,2295,Polyester
352.jpg,green,84%,Green Shirt,1523,1840,Polyester
353.jpg,blue,55%,Blue Shirt,2934,3634,Denim
354.jpg,white,75%,White Shirt,1526,2163,Cotton
355.jpg,gray,36%,Gray Shirt,2632,3309,Denim
356.jpg,gray,48%,Gray Shirt,1711,2507,Denim
36.jpg,white,59%,White Shirt,2572,3288,Denim
364.jpg,white,53%,White Shirt,2130,2883,Cotton
365.jpg,black,54%,Black Shirt,2253,2749,Wool
366.jpg,white,48%,White Shirt,2346,2843,Silk
367.jpg,white,92%,White Shirt,2121,2613,Polyester
368.jpg,black,59%,Black Shirt,2786,3088,Wool
369.jpg,unknown,56%,Stylish Shirt,2933,3511,Silk
37.jpg,white,46%,White Shirt,1948,2376,Cotton
370.jpg,black,56%,Black Shirt,1587,2015,Cotton
371.jpg,black,77%,Black Shirt,2079,2770,Linen
372.jpg,white,43%,White Shirt,1928,2251,Denim
373.jpg,black,49%,Black Shirt,2668,3138,Cotton
374.jpg,black,71%,Black Shirt,1696,2082,Polyester
375.jpg,black,70%,Black Shirt,1707,2267,Linen
376.jpg,green,81%,Green Shirt,2169,2587,Linen
377.jpg,white,55%,White Shirt,2763,3236,Polyester
378.jpg,white,43%,White Shirt,1627,2228,Silk
379.jpg,black,82%,Black Shirt,2278,2953,Denim
38.jpg,gray,55%,Gray Shirt,1982,2337,Denim
380.jpg,white,51%,White Shirt,2402,3058,Wool
381.jpg,gray,51%,Gray Shirt,1751,2087,Linen
382.jpg,white,47%,White Shirt,1922,2641,Linen
383.jpg,white,87%,White Shirt,1556,2089,Silk
384.jpg,blue,54%,Blue Shirt,1868,2575,Polyester
385.jpg,black,59%,Black Shirt,1686,2319,Silk
386.jpg,gray,39%,Gray Shirt,1718,2389,Wool
387.jpg,white,90%,White Shirt,2318,2953,Silk
388.jpg,black,78%,Black Shirt,2310,2650,Linen
389.jpg,gray,45%,Gray Shirt,1765,2186,Linen
39.jpg,white,91%,White Shirt,1909,2419,Wool
390.jpg,white,52%,White Shirt,2106,2871,Cotton
391.jpg,black,39%,Black Shirt,2251,2823,Polyester
392.jpg,black,83%,Black Shirt,2545,3009,Linen
393.jpg,gray,43%,Gray Shirt,2937,3671,Denim
394.jpg,gray,50%,Gray Shirt,1725,2126,Denim
395.jpg,white,85%,White Shirt,2339,2765,Cotton
396.jpg,black,51%,Black Shirt,1811,2345,Linen
397.jpg,gray,61%,Gray Shirt,1580,2336,Denim
398.jpg,white,91%,White Shirt,2015,2630,Linen
399.jpg,white,44%,White Shirt,2179,2660,Silk
4.jpg,white,69%,White Shirt,2713,3406,Cotton
40.jpg,black,47%,Black Shirt,1600,2024,Silk
400.jpg,blue,51%,Blue Shirt,2801,3173,Polyester
401.jpg,black,53%,Black Shirt,2568,3197,Silk
402.jpg,black,53%,Black Shirt,2851,3641,Wool
403.jpg,blue,41%,Blue Shirt,2461,3113,Wool
404.jpg,black,49%,Black Shirt,2286,3068,Denim
405.jpg,unknown,44%,Stylish Shirt,1778,2498,Wool
406.jpg,unknown,75%,Stylish Shirt,2448,2791,Cotton
407.jpg,white,91%,White Shirt,2121,2696,Linen
408.jpg,gray,64%,Gray Shirt,2148,2483,Polyester
409.jpg,white,44%,White Shirt,2408,2820,Denim
41.jpg,white,38%,White Shirt,2631,3279,Wool
410.jpg,black,73%,Black Shirt,2515,3239,Denim
411.jpg,white,94%,White Shirt,1728,2304,Polyester
412.jpg,unknown,56%,Stylish Shirt,2992,3663,Linen
413.jpg,white,50%,White Shirt,2198,2951,Linen
414.jpg,white,50%,White Shirt,2007,2725,Cotton
415.jpg,black,56%,Black Shirt,1673,2048,Silk
416.jpg,white,56%,White Shirt,1622,2099,Linen
417.jpg,white,48%,White Shirt,2979,3310,Wool
418.jpg,unknown,43%,Stylish Shirt,1720,2434,Silk
419.jpg,unknown,63%,Stylish Shirt,1751,2386,Denim
42.jpg,black,46%,Black Shirt,1587,1928,Denim
420.jpg,black,46%,Black Shirt,2345,2749,Silk
421.jpg,green,50%,Green Shirt,1654,2316,Cotton
422.jpg,black,67%,Black Shirt,2796,3338,Denim
423.jpg,unknown,80%,Stylish Shirt,2416,3138,Denim
424.jpg,white,88%,White Shirt,2925,3323,Polyester
425.jpg,gray,48%,Gray Shirt,1906,2416,Polyester
426.jpg,unknown,79%,Stylish Shirt,2337,3077,Linen
427.jpg,black,67%,Black Shirt,2295,2616,Linen
428.jpg,unknown,84%,Stylish Shirt,2212,2971,Wool
429.jpg,unknown,86%,Stylish Shirt,1636,2418,Cotton
43.jpg,white,67%,White Shirt,2992,3511,Cotton
430.jpg,black,59%,Black Shirt,1730,2210,Wool
431.jpg,red,51%,Red Shirt,1917,2395,Polyester
432.jpg,unknown,62%,Stylish Shirt,2149,2883,Wool
433.jpg,unknown,79%,Stylish Shirt,2734,3315,Polyester
434.jpg,yellow,71%,Yellow Shirt,1932,2644,Polyester
435.jpg,unknown,59%,Stylish Shirt,2615,2917,Cotton
436.jpg,yellow,51%,Yellow Shirt,2271,3015,Cotton
437.jpg,black,81%,Black Shirt,2648,3222,Linen
438.jpg,black,61%,Black Shirt,2432,3047,Cotton
439.jpg,gray,38%,Gray Shirt,2184,2900,Silk
44.jpg,white,53%,White Shirt,2205,2998,Silk
440.jpg,gray,78%,Gray Shirt,2032,2594,Wool
441.jpg,black,56%,Black Shirt,1925,2307,Polyester
442.jpg,gray,52%,Gray Shirt,1986,2430,Denim
443.jpg,gray,41%,Gray Shirt,2424,3030,Linen
444.jpg,white,57%,White Shirt,2380,2765,Silk
445.jpg,white,52%,White Shirt,2334,2809,Denim
446.jpg,black,59%,Black Shirt,2933,3466,Cotton
447.jpg,black,78%,Black Shirt,2016,2368,Polyester
448.jpg,blue,66%,Blue Shirt,1600,2070,Cotton
449.jpg,black,61%,Black Shirt,2890,3559,Linen
45.jpg,gray,47%,Gray Shirt,2326,3097,Cotton
450.jpg,black,55%,Black Shirt,1633,2393,Cotton
451.jpg,unknown,60%,Stylish Shirt,1677,2179,Linen
452.jpg,gray,42%,Gray Shirt,2166,2475,Polyester
453.jpg,white,38%,White Shirt,1911,2449,Polyester
454.jpg,gray,48%,Gray Shirt,2120,2920,Denim
455.jpg,unknown,46%,Stylish Shirt,2185,2603,Linen
456.jpg,white,46%,White Shirt,2618,3241,Wool
457.jpg,yellow,58%,Yellow Shirt,1946,2321,Cotton
458.jpg,unknown,36%,Stylish Shirt,1748,2106,Denim
459.jpg,white,52%,White Shirt,1800,2562,Polyester
46.jpg,white,65%,White Shirt,2034,2717,Denim
460.jpg,white,57%,White Shirt,2699,3218,Denim
461.jpg,white,41%,White Shirt,2968,3655,Denim
462.jpg,black,58%,Black Shirt,2247,2593,Cotton
463.jpg,white,62%,White Shirt,2477,3259,Denim
464.jpg,white,40%,White Shirt,2115,2900,Wool
465.jpg,blue,76%,Blue Shirt,2925,3675,Linen
466.jpg,white,49%,White Shirt,2491,3028,Wool
467.jpg,gray,49%,Gray Shirt,1529,2065,Cotton
468.jpg,black,53%,Black Shirt,2850,3626,Polyester
